alert_id,timestamp,route_id,trip_id,risk_level,risk_score,alert_title,summary,key_findings,evidence,affected_route,affected_trip,affected_segment,estimated_revenue_impact_inr,confidence,recommended_action,dominant_explanation_type,status,version
ALT-D781459CCB35,2026-08-31T04:21:56.078654+00:00,1324,10090,NORMAL,0.2459,Nominal Operating Status — Route 1324,Trip 10090 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹1221.00 | Reported Revenue: ₹1221.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 95 | Reported Passengers: 95 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2459 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9834']","{'expected_passengers': 95.0, 'reported_passengers': 95.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1221.0, 'reported_revenue_inr': 1221.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9834, 'risk_score': 0.2459, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10090,,0.0,0.9834,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-A4B46E25A31A,2026-08-31T04:21:56.078713+00:00,1324,10091,NORMAL,0.2454,Nominal Operating Status — Route 1324,Trip 10091 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹1479.00 | Reported Revenue: ₹1479.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 124 | Reported Passengers: 124 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2454 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9814']","{'expected_passengers': 124.0, 'reported_passengers': 124.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1479.0, 'reported_revenue_inr': 1479.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9814, 'risk_score': 0.2454, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10091,,0.0,0.9814,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-245CA3462976,2026-08-31T04:21:56.078782+00:00,1324,10092,MONITOR,0.3668,Revenue Deficit Alert — Route 1324,Trip 10092 on Route 1324 reported a revenue deficit of ₹163.65 (-20.6%) relative to expected diurnal baseline.,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹630.00 (Deficit: ₹163.65, 20.6%)', 'Expected Passengers: 60 | Reported Passengers: 46 (Difference: 14, 22.8%)', 'Multi-factor Risk Score: 0.3668 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9697']","{'expected_passengers': 59.6, 'reported_passengers': 46.0, 'passenger_difference': 13.6, 'passenger_pct_difference': 22.82, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 630.0, 'revenue_difference_inr': 163.65, 'revenue_pct_difference': 20.62, 'anomaly_score': 0.9697, 'risk_score': 0.3668, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10092,,163.65,0.9697,Include Route 1324 Trip 10092 in automated telemetry monitoring queue for subsequent schedules.,REVENUE_DISCREPANCY,OPEN,1.0.0
ALT-DF18634AA97A,2026-08-31T04:21:56.078854+00:00,1324,10093,SUSPICIOUS,0.7164,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 21172 -> 22645_PF3 (Seq 1-41) with 86.7% spatial confidence (estimated impact: ₹544.65).,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹249.00 (Deficit: ₹544.65, 68.6%)', 'Expected Passengers: 69 | Reported Passengers: 24 (Difference: 45, 65.4%)', 'Multi-factor Risk Score: 0.7164 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9870', 'Graph Discrepancy Localized Subpath: 21172 -> 22645_PF3 (Seq 1-41) (Confidence: 0.87)']","{'expected_passengers': 69.3, 'reported_passengers': 24.0, 'passenger_difference': 45.3, 'passenger_pct_difference': 65.36, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 249.0, 'revenue_difference_inr': 544.65, 'revenue_pct_difference': 68.63, 'anomaly_score': 0.987, 'risk_score': 0.7164, 'localization_confidence': 0.8666, 'localized_subpath': '21172 -> 22645_PF3 (Seq 1-41)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10093,21172 -> 22645_PF3 (Seq 1-41),544.65,0.987,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10093 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-E344B97A560B,2026-08-31T04:21:56.078918+00:00,1324,10094,MONITOR,0.4019,Passenger & Revenue Discrepancy Alert — Route 1324,"Trip 10094 on Route 1324 recorded 48 passengers (expected 70, -31.8%) and ₹525.00 revenue (expected ₹793.65, -33.8%).","['Expected Revenue: ₹793.65 | Reported Revenue: ₹525.00 (Deficit: ₹268.65, 33.8%)', 'Expected Passengers: 70 | Reported Passengers: 48 (Difference: 22, 31.8%)', 'Multi-factor Risk Score: 0.4019 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9704']","{'expected_passengers': 70.3, 'reported_passengers': 48.0, 'passenger_difference': 22.3, 'passenger_pct_difference': 31.75, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 525.0, 'revenue_difference_inr': 268.65, 'revenue_pct_difference': 33.85, 'anomaly_score': 0.9704, 'risk_score': 0.4019, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10094,,268.65,0.9704,Include Route 1324 Trip 10094 in automated telemetry monitoring queue for subsequent schedules.,PASSENGER_UNDERREPORTING,OPEN,1.0.0
ALT-6E829D4542F4,2026-08-31T04:21:56.078982+00:00,1324,10095,MONITOR,0.5778,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 21172 -> 22645_PF3 (Seq 1-41) with 85.3% spatial confidence (estimated impact: ₹317.65).,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹476.00 (Deficit: ₹317.65, 40.0%)', 'Expected Passengers: 65 | Reported Passengers: 39 (Difference: 26, 40.4%)', 'Multi-factor Risk Score: 0.5778 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9769', 'Graph Discrepancy Localized Subpath: 21172 -> 22645_PF3 (Seq 1-41) (Confidence: 0.85)']","{'expected_passengers': 65.4, 'reported_passengers': 39.0, 'passenger_difference': 26.4, 'passenger_pct_difference': 40.37, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 476.0, 'revenue_difference_inr': 317.65, 'revenue_pct_difference': 40.02, 'anomaly_score': 0.9769, 'risk_score': 0.5778, 'localization_confidence': 0.8531, 'localized_subpath': '21172 -> 22645_PF3 (Seq 1-41)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10095,21172 -> 22645_PF3 (Seq 1-41),317.65,0.9769,Include Route 1324 Trip 10095 in automated telemetry monitoring queue for subsequent schedules.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-3CCBB4EE6DF7,2026-08-31T04:21:56.079044+00:00,1324,10096,MONITOR,0.4152,Passenger & Revenue Discrepancy Alert — Route 1324,"Trip 10096 on Route 1324 recorded 43 passengers (expected 65, -33.8%) and ₹530.00 revenue (expected ₹793.65, -33.2%).","['Expected Revenue: ₹793.65 | Reported Revenue: ₹530.00 (Deficit: ₹263.65, 33.2%)', 'Expected Passengers: 65 | Reported Passengers: 43 (Difference: 22, 33.8%)', 'Multi-factor Risk Score: 0.4152 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9708']","{'expected_passengers': 64.9, 'reported_passengers': 43.0, 'passenger_difference': 21.9, 'passenger_pct_difference': 33.76, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 530.0, 'revenue_difference_inr': 263.65, 'revenue_pct_difference': 33.22, 'anomaly_score': 0.9708, 'risk_score': 0.4152, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10096,,263.65,0.9708,Include Route 1324 Trip 10096 in automated telemetry monitoring queue for subsequent schedules.,PASSENGER_UNDERREPORTING,OPEN,1.0.0
ALT-29810CF9FC37,2026-08-31T04:21:56.079109+00:00,1324,10097,SUSPICIOUS,0.6936,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 21172 -> 22645_PF3 (Seq 1-41) with 96.4% spatial confidence (estimated impact: ₹465.65).,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹328.00 (Deficit: ₹465.65, 58.7%)', 'Expected Passengers: 65 | Reported Passengers: 26 (Difference: 39, 59.8%)', 'Multi-factor Risk Score: 0.6936 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9846', 'Graph Discrepancy Localized Subpath: 21172 -> 22645_PF3 (Seq 1-41) (Confidence: 0.96)']","{'expected_passengers': 64.7, 'reported_passengers': 26.0, 'passenger_difference': 38.7, 'passenger_pct_difference': 59.82, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 328.0, 'revenue_difference_inr': 465.65, 'revenue_pct_difference': 58.67, 'anomaly_score': 0.9846, 'risk_score': 0.6936, 'localization_confidence': 0.9643, 'localized_subpath': '21172 -> 22645_PF3 (Seq 1-41)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10097,21172 -> 22645_PF3 (Seq 1-41),465.65,0.9846,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10097 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-ED99D4413D7A,2026-08-31T04:21:56.079170+00:00,1324,10098,MONITOR,0.3697,Passenger & Revenue Discrepancy Alert — Route 1324,"Trip 10098 on Route 1324 recorded 50 passengers (expected 67, -25.7%) and ₹586.00 revenue (expected ₹793.65, -26.2%).","['Expected Revenue: ₹793.65 | Reported Revenue: ₹586.00 (Deficit: ₹207.65, 26.2%)', 'Expected Passengers: 67 | Reported Passengers: 50 (Difference: 17, 25.7%)', 'Multi-factor Risk Score: 0.3697 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9613']","{'expected_passengers': 67.3, 'reported_passengers': 50.0, 'passenger_difference': 17.3, 'passenger_pct_difference': 25.66, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 586.0, 'revenue_difference_inr': 207.65, 'revenue_pct_difference': 26.16, 'anomaly_score': 0.9613, 'risk_score': 0.3697, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10098,,207.65,0.9613,Include Route 1324 Trip 10098 in automated telemetry monitoring queue for subsequent schedules.,PASSENGER_UNDERREPORTING,OPEN,1.0.0
ALT-03A8563BF96F,2026-08-31T04:21:56.079233+00:00,1324,10099,SUSPICIOUS,0.7745,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 99.0% spatial confidence (estimated impact: ₹569.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹185.00 (Deficit: ₹569.91, 75.5%)', 'Expected Passengers: 63 | Reported Passengers: 16 (Difference: 47, 74.8%)', 'Multi-factor Risk Score: 0.7745 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9821', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.99)']","{'expected_passengers': 63.4, 'reported_passengers': 16.0, 'passenger_difference': 47.4, 'passenger_pct_difference': 74.75, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 185.0, 'revenue_difference_inr': 569.91, 'revenue_pct_difference': 75.49, 'anomaly_score': 0.9821, 'risk_score': 0.7745, 'localization_confidence': 0.99, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10099,22645_PF3 -> 21173 (Seq 1-37),569.91,0.99,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10099 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-5DD0D86C6E66,2026-08-31T04:21:56.079296+00:00,991,101,SUSPICIOUS,0.7542,Localized Segment Discrepancy Alert — Route 991,Graph analysis localized a concentrated revenue and passenger deficit along 24379 -> 20921_PF5 (Seq 1-11) with 99.0% spatial confidence (estimated impact: ₹331.22).,"['Expected Revenue: ₹424.22 | Reported Revenue: ₹93.00 (Deficit: ₹331.22, 78.1%)', 'Expected Passengers: 39 | Reported Passengers: 11 (Difference: 28, 71.5%)', 'Multi-factor Risk Score: 0.7542 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9921', 'Graph Discrepancy Localized Subpath: 24379 -> 20921_PF5 (Seq 1-11) (Confidence: 0.99)']","{'expected_passengers': 38.5, 'reported_passengers': 11.0, 'passenger_difference': 27.5, 'passenger_pct_difference': 71.45, 'expected_revenue_inr': 424.22, 'reported_revenue_inr': 93.0, 'revenue_difference_inr': 331.22, 'revenue_pct_difference': 78.08, 'anomaly_score': 0.9921, 'risk_score': 0.7542, 'localization_confidence': 0.99, 'localized_subpath': '24379 -> 20921_PF5 (Seq 1-11)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",991,101,24379 -> 20921_PF5 (Seq 1-11),331.22,0.9921,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 101 on Route 991.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-A1E0BF47A216,2026-08-31T04:21:56.079356+00:00,999,1010,MONITOR,0.5827,Passenger & Revenue Discrepancy Alert — Route 999,"Trip 1010 on Route 999 recorded 71 passengers (expected 128, -44.7%) and ₹788.00 revenue (expected ₹1477.15, -46.7%).","['Expected Revenue: ₹1477.15 | Reported Revenue: ₹788.00 (Deficit: ₹689.15, 46.7%)', 'Expected Passengers: 128 | Reported Passengers: 71 (Difference: 57, 44.7%)', 'Multi-factor Risk Score: 0.5827 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9930', 'Graph Discrepancy Localized Subpath: 21172_PF10 -> 21520 (Seq 1-2) (Confidence: 0.55)']","{'expected_passengers': 128.3, 'reported_passengers': 71.0, 'passenger_difference': 57.3, 'passenger_pct_difference': 44.65, 'expected_revenue_inr': 1477.15, 'reported_revenue_inr': 788.0, 'revenue_difference_inr': 689.15, 'revenue_pct_difference': 46.65, 'anomaly_score': 0.993, 'risk_score': 0.5827, 'localization_confidence': 0.5451, 'localized_subpath': '21172_PF10 -> 21520 (Seq 1-2)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",999,1010,21172_PF10 -> 21520 (Seq 1-2),689.15,0.993,Include Route 999 Trip 1010 in automated telemetry monitoring queue for subsequent schedules.,PASSENGER_UNDERREPORTING,OPEN,1.0.0
ALT-B21AA2B11A49,2026-08-31T04:21:56.079416+00:00,1324,10100,HIGH_RISK,0.904,Zero Telemetry / Unreported Trip Alert — Route 1324,"Trip 10100 on Route 1324 completed schedule with zero reported revenue or passenger count, resulting in an estimated ₹754.91 discrepancy against baseline expectation.","['Expected Revenue: ₹754.91 | Reported Revenue: ₹0.00 (Deficit: ₹754.91, 100.0%)', 'Expected Passengers: 63 | Reported Passengers: 0 (Difference: 63, 100.0%)', 'Multi-factor Risk Score: 0.9040 (HIGH_RISK)', 'Statistical Isolation Anomaly Score: 0.9954', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.99)']","{'expected_passengers': 62.8, 'reported_passengers': 0.0, 'passenger_difference': 62.8, 'passenger_pct_difference': 100.0, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 0.0, 'revenue_difference_inr': 754.91, 'revenue_pct_difference': 100.0, 'anomaly_score': 0.9954, 'risk_score': 0.904, 'localization_confidence': 0.99, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10100,22645_PF3 -> 21173 (Seq 1-37),754.91,0.9954,"Schedule immediate operational inspection of Electronic Ticketing Machine (ETM) device telemetry, verify conductor trip sheet against segment boardings on Route 1324, and audit reconciliation records.",MISSING_TRIP,OPEN,1.0.0
ALT-C31BE456E78E,2026-08-31T04:21:56.079475+00:00,1324,10101,SUSPICIOUS,0.7417,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 99.0% spatial confidence (estimated impact: ₹504.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹250.00 (Deficit: ₹504.91, 66.9%)', 'Expected Passengers: 60 | Reported Passengers: 18 (Difference: 42, 70.0%)', 'Multi-factor Risk Score: 0.7417 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9820', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.99)']","{'expected_passengers': 60.0, 'reported_passengers': 18.0, 'passenger_difference': 42.0, 'passenger_pct_difference': 69.99, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 250.0, 'revenue_difference_inr': 504.91, 'revenue_pct_difference': 66.88, 'anomaly_score': 0.982, 'risk_score': 0.7417, 'localization_confidence': 0.99, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10101,22645_PF3 -> 21173 (Seq 1-37),504.91,0.99,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10101 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-B3E50911C04E,2026-08-31T04:21:56.079535+00:00,1324,10102,SUSPICIOUS,0.7144,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 98.5% spatial confidence (estimated impact: ₹471.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹283.00 (Deficit: ₹471.91, 62.5%)', 'Expected Passengers: 61 | Reported Passengers: 22 (Difference: 39, 64.1%)', 'Multi-factor Risk Score: 0.7144 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9805', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.99)']","{'expected_passengers': 61.2, 'reported_passengers': 22.0, 'passenger_difference': 39.2, 'passenger_pct_difference': 64.07, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 283.0, 'revenue_difference_inr': 471.91, 'revenue_pct_difference': 62.51, 'anomaly_score': 0.9805, 'risk_score': 0.7144, 'localization_confidence': 0.9851, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10102,22645_PF3 -> 21173 (Seq 1-37),471.91,0.9851,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10102 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-7330DE89E35F,2026-08-31T04:21:56.079595+00:00,1324,10103,SUSPICIOUS,0.7657,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 99.0% spatial confidence (estimated impact: ₹548.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹206.00 (Deficit: ₹548.91, 72.7%)', 'Expected Passengers: 62 | Reported Passengers: 16 (Difference: 46, 74.0%)', 'Multi-factor Risk Score: 0.7657 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9811', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.99)']","{'expected_passengers': 61.6, 'reported_passengers': 16.0, 'passenger_difference': 45.6, 'passenger_pct_difference': 74.04, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 206.0, 'revenue_difference_inr': 548.91, 'revenue_pct_difference': 72.71, 'anomaly_score': 0.9811, 'risk_score': 0.7657, 'localization_confidence': 0.99, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10103,22645_PF3 -> 21173 (Seq 1-37),548.91,0.99,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10103 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-9BF97EC18810,2026-08-31T04:21:56.079653+00:00,1324,10104,SUSPICIOUS,0.7446,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 99.0% spatial confidence (estimated impact: ₹527.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹227.00 (Deficit: ₹527.91, 69.9%)', 'Expected Passengers: 64 | Reported Passengers: 20 (Difference: 44, 68.7%)', 'Multi-factor Risk Score: 0.7446 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9816', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.99)']","{'expected_passengers': 63.9, 'reported_passengers': 20.0, 'passenger_difference': 43.9, 'passenger_pct_difference': 68.69, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 227.0, 'revenue_difference_inr': 527.91, 'revenue_pct_difference': 69.93, 'anomaly_score': 0.9816, 'risk_score': 0.7446, 'localization_confidence': 0.99, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10104,22645_PF3 -> 21173 (Seq 1-37),527.91,0.99,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10104 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-9CF4528AEF3F,2026-08-31T04:21:56.079712+00:00,1324,10105,HIGH_RISK,0.8228,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 99.0% spatial confidence (estimated impact: ₹627.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹127.00 (Deficit: ₹627.91, 83.2%)', 'Expected Passengers: 61 | Reported Passengers: 9 (Difference: 52, 85.3%)', 'Multi-factor Risk Score: 0.8228 (HIGH_RISK)', 'Statistical Isolation Anomaly Score: 0.9919', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.99)']","{'expected_passengers': 61.2, 'reported_passengers': 9.0, 'passenger_difference': 52.2, 'passenger_pct_difference': 85.29, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 127.0, 'revenue_difference_inr': 627.91, 'revenue_pct_difference': 83.18, 'anomaly_score': 0.9919, 'risk_score': 0.8228, 'localization_confidence': 0.99, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10105,22645_PF3 -> 21173 (Seq 1-37),627.91,0.9919,"Schedule immediate operational inspection of Electronic Ticketing Machine (ETM) device telemetry, verify conductor trip sheet against segment boardings on Route 1324, and audit reconciliation records.",SEGMENT_ANOMALY,OPEN,1.0.0
ALT-81756179FCB5,2026-08-31T04:21:56.079786+00:00,1324,10106,HIGH_RISK,0.904,Zero Telemetry / Unreported Trip Alert — Route 1324,"Trip 10106 on Route 1324 completed schedule with zero reported revenue or passenger count, resulting in an estimated ₹754.91 discrepancy against baseline expectation.","['Expected Revenue: ₹754.91 | Reported Revenue: ₹0.00 (Deficit: ₹754.91, 100.0%)', 'Expected Passengers: 63 | Reported Passengers: 0 (Difference: 63, 100.0%)', 'Multi-factor Risk Score: 0.9040 (HIGH_RISK)', 'Statistical Isolation Anomaly Score: 0.9954', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.99)']","{'expected_passengers': 62.8, 'reported_passengers': 0.0, 'passenger_difference': 62.8, 'passenger_pct_difference': 100.0, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 0.0, 'revenue_difference_inr': 754.91, 'revenue_pct_difference': 100.0, 'anomaly_score': 0.9954, 'risk_score': 0.904, 'localization_confidence': 0.99, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10106,22645_PF3 -> 21173 (Seq 1-37),754.91,0.9954,"Schedule immediate operational inspection of Electronic Ticketing Machine (ETM) device telemetry, verify conductor trip sheet against segment boardings on Route 1324, and audit reconciliation records.",MISSING_TRIP,OPEN,1.0.0
ALT-B8EA9F617FB8,2026-08-31T04:21:56.079859+00:00,1324,10107,SUSPICIOUS,0.764,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 99.0% spatial confidence (estimated impact: ₹552.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹202.00 (Deficit: ₹552.91, 73.2%)', 'Expected Passengers: 63 | Reported Passengers: 17 (Difference: 46, 73.0%)', 'Multi-factor Risk Score: 0.7640 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9804', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.99)']","{'expected_passengers': 63.0, 'reported_passengers': 17.0, 'passenger_difference': 46.0, 'passenger_pct_difference': 73.0, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 202.0, 'revenue_difference_inr': 552.91, 'revenue_pct_difference': 73.24, 'anomaly_score': 0.9804, 'risk_score': 0.764, 'localization_confidence': 0.99, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10107,22645_PF3 -> 21173 (Seq 1-37),552.91,0.99,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10107 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-022768D0F0F1,2026-08-31T04:21:56.079936+00:00,1324,10108,SUSPICIOUS,0.7481,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 99.0% spatial confidence (estimated impact: ₹529.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹225.00 (Deficit: ₹529.91, 70.2%)', 'Expected Passengers: 63 | Reported Passengers: 19 (Difference: 44, 69.9%)', 'Multi-factor Risk Score: 0.7481 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9795', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.99)']","{'expected_passengers': 63.0, 'reported_passengers': 19.0, 'passenger_difference': 44.0, 'passenger_pct_difference': 69.86, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 225.0, 'revenue_difference_inr': 529.91, 'revenue_pct_difference': 70.2, 'anomaly_score': 0.9795, 'risk_score': 0.7481, 'localization_confidence': 0.99, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10108,22645_PF3 -> 21173 (Seq 1-37),529.91,0.99,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10108 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
